instrument,question_id,concept,question,ground_truth,prediction,cosine_similarity
pepa,q5,sound,What sound does this instrument produce?,"This instrument produces a sharp, nasal, piercing sound.","This instrument produces a sharp, nasal, piercing sound.",1.0
pepa,q6,traditional_player,Which gender traditionally plays this instrument?,This instrument is traditionally played by men.,This instrument is traditionally played by men.,1.0
pepa,q7,playing_method,How is this instrument played?,This instrument is played by blowing air through the mouthpiece.,This instrument is played by blowing air through the blow hole and covering the finger holes.,0.8535645604133606
pepa,q8,instrument_type,What type of musical instrument is this?,This is a free-reed wind instrument made from buffalo horn and bamboo.,"This is a free-reed wind instrument made from buffalo horn and bamboo. It has two reeds that vibrate when blown into, producing a sharp, piercing sound.",0.9425660371780396
pepa,q9,description,"Give a description of this instrument including its cultural significance, and role in Assamese music.","The Pepa is a traditional Assamese wind instrument crafted from the horn of a male buffalo fitted with a small reed made from bamboo, cane, or wood. It is inseparable from Rongali Bihu celebrations and is recognized as one of the most iconic symbols of Assamese folk culture. Its sharp, nasal tone accompanies Bihu dance performances. It is traditionally played by young men during Bihu festivities.","The Pepa is a traditional Assamese wind instrument crafted from the horn of a male buffalo fitted with a small reed made from bamboo, cane, or wood. It is inseparable from Rongali Bihu celebrations and is recognized as one of the most iconic symbols of Assamese folk culture. Its sharp",0.9924410581588745
gogona,q1,festival,In which festival is this instrument played?,It is played during Rongali Bihu which is the spring festival of Assam.,This instrument is played during Rongali Bihu which is the spring festival of Assam.,0.8784782886505127
gogona,q2,origin,Where did this instrument originate?,It originated in the tribal communities of Assam.,This instrument is played by holding both ends and vibrating it while hitting one end with the other hand or a stick.,0.1486707627773285
gogona,q3,material,What material is this instrument made of?,This instrument is made of bamboo.,This instrument is made of bamboo.,0.9999999403953552
gogona,q4,parts,Name the major parts of this instrument.,"The main parts of this instrument are frame, vibrating tongue, and plucking end.","The main parts of this instrument are the frame, vibrating tongue, and plucking end.",0.9958043098449707
gogona,q5,sound,What sound does this instrument produce?,"This instrument produces a soft, twangy, vibrating sound.","This instrument produces a soft, vibrating, high-pitched sound.",0.90482097864151
gogona,q6,traditional_player,Which gender traditionally plays this instrument?,This instrument is traditionally played by women.,This instrument is traditionally played by women.,1.0
gogona,q7,playing_method,How is this instrument played?,This instrument is played by plucking the vibrating tongue near the mouth.,This instrument is played by striking both ends of the vibrating tongue near the mouth.,0.9089847207069397
gogona,q8,instrument_type,What type of musical instrument is this?,This is a mouth-resonated plucked idiophone instrument.,This is a mouth-resonated plucked idiophone instrument made from bamboo. It is played by blowing air into the mouthpiece and plucking the vibrating tongue.,0.8516932725906372
gogona,q9,description,"Give a description of this instrument including its cultural significance, and role in Assamese music.","The Gogona is a small mouth-resonated plucked idiophone traditionally made from bamboo and associated with the tribal communities of Assam. It is played by holding the frame near the mouth and plucking the vibrating tongue, using the oral cavity as a resonance chamber to amplify and shape its soft, twangy sound. The Gogona is one of the few Assamese instruments traditionally played by young women during Rongali Bihu. Its unique playing technique makes it one of the most culturally distinctive instruments of Assam.","The Gogona is a small mouth-resonated plucked idiophone traditionally made from bamboo and associated with the tribal communities of Assam. It is played by holding the frame near the mouth and plucking the vibrating tongue, using the oral cavity as a resonance chamber to amplify and shape its soft, twangy",0.9753868579864502
gogona,q1,festival,In which festival is this instrument played?,It is played during Rongali Bihu which is the spring festival of Assam.,This instrument is played during Rongali Bihu which is the spring festival of Assam. It is played by both men and women.,0.8477961421012878
gogona,q2,origin,Where did this instrument originate?,It originated in the tribal communities of Assam.,This instrument originated in the tribal communities of Assam. It is played by blowing air through the blow hole and plucking the vibrating tongue.,0.5825034976005554
gogona,q3,material,What material is this instrument made of?,This instrument is made of bamboo.,This instrument is made of bamboo.,0.9999999403953552
gogona,q4,parts,Name the major parts of this instrument.,"The main parts of this instrument are frame, vibrating tongue, and plucking end.","The main parts of this instrument are the frame, vibrating tongue, and plucking end.",0.9958043098449707
gogona,q5,sound,What sound does this instrument produce?,"This instrument produces a soft, twangy, vibrating sound.","This instrument produces a soft, vibrating, high-pitched sound.",0.90482097864151
gogona,q6,traditional_player,Which gender traditionally plays this instrument?,This instrument is traditionally played by women.,This instrument is traditionally played by women.,1.0
gogona,q7,playing_method,How is this instrument played?,This instrument is played by plucking the vibrating tongue near the mouth.,This instrument is played by plucking the vibrating tongue near the mouth.,1.0
gogona,q8,instrument_type,What type of musical instrument is this?,This is a mouth-resonated plucked idiophone instrument.,"During performances, this instrument is played by clapping the two bamboo pieces together.",0.4341414272785187
gogona,q9,description,"Give a description of this instrument including its cultural significance, and role in Assamese music.","The Gogona is a small mouth-resonated plucked idiophone traditionally made from bamboo and associated with the tribal communities of Assam. It is played by holding the frame near the mouth and plucking the vibrating tongue, using the oral cavity as a resonance chamber to amplify and shape its soft, twangy sound. The Gogona is one of the few Assamese instruments traditionally played by young women during Rongali Bihu. Its unique playing technique makes it one of the most culturally distinctive instruments of Assam.","The Gogona is a small mouth-resonated plucked idiophone traditionally made from bamboo and associated with the tribal communities of Assam. It is played by holding the frame near the mouth and plucking the vibrating tongue, using the oral cavity as a resonance chamber to amplify and shape its soft, twangy",0.9753868579864502
gogona,q1,festival,In which festival is this instrument played?,It is played during Rongali Bihu which is the spring festival of Assam.,This small mouthpiece percussion instrument is made from a thin strip of bamboo or wood. It is played by blowing air through the narrow end.,0.48182839155197144
gogona,q2,origin,Where did this instrument originate?,It originated in the tribal communities of Assam.,This instrument is played by holding both ends near the mouth and vibrating it to produce a buzzing sound.,0.181220144033432
gogona,q3,material,What material is this instrument made of?,This instrument is made of bamboo.,This instrument is made of bamboo.,0.9999999403953552
gogona,q4,parts,Name the major parts of this instrument.,"The main parts of this instrument are frame, vibrating tongue, and plucking end.","The main parts of this instrument are the frame, vibrating tongue, and plucking end.",0.9958043098449707
gogona,q5,sound,What sound does this instrument produce?,"This instrument produces a soft, twangy, vibrating sound.","This instrument produces a soft, vibrating, clicking sound.",0.8445379734039307
gogona,q6,traditional_player,Which gender traditionally plays this instrument?,This instrument is traditionally played by women.,This instrument is traditionally played by women.,1.0
gogona,q7,playing_method,How is this instrument played?,This instrument is played by plucking the vibrating tongue near the mouth.,This instrument is played by plucking the vibrating tongue near the mouth.,1.0
gogona,q8,instrument_type,What type of musical instrument is this?,This is a mouth-resonated plucked idiophone instrument.,This is a mouth-resonated plucked idiophone instrument made from bamboo or wood. It is played by blowing air through the mouthpiece and plucking the vibrating tongue with the right hand.,0.8473961353302002
gogona,q9,description,"Give a description of this instrument including its cultural significance, and role in Assamese music.","The Gogona is a small mouth-resonated plucked idiophone traditionally made from bamboo and associated with the tribal communities of Assam. It is played by holding the frame near the mouth and plucking the vibrating tongue, using the oral cavity as a resonance chamber to amplify and shape its soft, twangy sound. The Gogona is one of the few Assamese instruments traditionally played by young women during Rongali Bihu. Its unique playing technique makes it one of the most culturally distinctive instruments of Assam.","The Gogona is a small mouth-resonated plucked idiophone traditionally made from bamboo and associated with the tribal communities of Assam. It is played by holding the frame near the mouth and plucking the vibrating tongue, using the oral cavity as a resonance chamber to amplify and shape its soft, twangy",0.9753868579864502
gogona,q1,festival,In which festival is this instrument played?,It is played during Rongali Bihu which is the spring festival of Assam.,This instrument is played during Rongali Bihu which is the spring festival of Assam. It is played by blowing air through the blow hole and plucking the vibrating tongue.,0.7666105031967163
gogona,q2,origin,Where did this instrument originate?,It originated in the tribal communities of Assam.,This instrument is played by holding both ends near the mouth and beating it with one hand while pulling the other end away from the mouth.,0.23018206655979156
gogona,q3,material,What material is this instrument made of?,This instrument is made of bamboo.,This instrument is made of bamboo.,0.9999999403953552
gogona,q4,parts,Name the major parts of this instrument.,"The main parts of this instrument are frame, vibrating tongue, and plucking end.","The main parts of this instrument are the frame, vibrating tongue, and plucking end.",0.9958043098449707
gogona,q5,sound,What sound does this instrument produce?,"This instrument produces a soft, twangy, vibrating sound.","This instrument produces a soft, vibrating, clicking sound.",0.8445379734039307
gogona,q6,traditional_player,Which gender traditionally plays this instrument?,This instrument is traditionally played by women.,This instrument is traditionally played by women.,1.0
gogona,q7,playing_method,How is this instrument played?,This instrument is played by plucking the vibrating tongue near the mouth.,This instrument is played by plucking the vibrating tongue near the mouth.,1.0
gogona,q8,instrument_type,What type of musical instrument is this?,This is a mouth-resonated plucked idiophone instrument.,"During performances, this instrument is played by clapping the two bamboo pieces together near the mouth.",0.5306128859519958
gogona,q9,description,"Give a description of this instrument including its cultural significance, and role in Assamese music.","The Gogona is a small mouth-resonated plucked idiophone traditionally made from bamboo and associated with the tribal communities of Assam. It is played by holding the frame near the mouth and plucking the vibrating tongue, using the oral cavity as a resonance chamber to amplify and shape its soft, twangy sound. The Gogona is one of the few Assamese instruments traditionally played by young women during Rongali Bihu. Its unique playing technique makes it one of the most culturally distinctive instruments of Assam.","The Gogona is a small mouth-resonated plucked idiophone traditionally made from bamboo and associated with the tribal communities of Assam. It is played by holding the frame near the mouth and plucking the vibrating tongue, using the oral cavity as a resonance chamber to amplify and shape its soft, twangy",0.9753868579864502
gogona,q1,festival,In which festival is this instrument played?,It is played during Rongali Bihu which is the spring festival of Assam.,This instrument is played during Rongali Bihu which is the spring festival of Assam. It is played by both men and women.,0.8477961421012878
gogona,q2,origin,Where did this instrument originate?,It originated in the tribal communities of Assam.,This instrument originated in the tribal communities of Assam. It is made from bamboo and has two bamboo reed blowers attached to either end.,0.5524545907974243
gogona,q3,material,What material is this instrument made of?,This instrument is made of bamboo.,This instrument is made of bamboo.,0.9999999403953552
gogona,q4,parts,Name the major parts of this instrument.,"The main parts of this instrument are frame, vibrating tongue, and plucking end.","The main parts of this instrument are the frame, vibrating tongue, and plucking end.",0.9958043098449707
gogona,q5,sound,What sound does this instrument produce?,"This instrument produces a soft, twangy, vibrating sound.","This instrument produces a soft, vibrating, high-pitched sound.",0.90482097864151
gogona,q6,traditional_player,Which gender traditionally plays this instrument?,This instrument is traditionally played by women.,This instrument is traditionally played by women.,1.0
gogona,q7,playing_method,How is this instrument played?,This instrument is played by plucking the vibrating tongue near the mouth.,This instrument is played by striking both ends of the vibrating tongue against each other.,0.8925682306289673
gogona,q8,instrument_type,What type of musical instrument is this?,This is a mouth-resonated plucked idiophone instrument.,This is a mouth-resonated plucked idiophone instrument. It is made from bamboo and has two bamboo tongue pieces that are struck against each other to produce sound.,0.847581684589386
gogona,q9,description,"Give a description of this instrument including its cultural significance, and role in Assamese music.","The Gogona is a small mouth-resonated plucked idiophone traditionally made from bamboo and associated with the tribal communities of Assam. It is played by holding the frame near the mouth and plucking the vibrating tongue, using the oral cavity as a resonance chamber to amplify and shape its soft, twangy sound. The Gogona is one of the few Assamese instruments traditionally played by young women during Rongali Bihu. Its unique playing technique makes it one of the most culturally distinctive instruments of Assam.","The Gogona is a small mouth-resonated plucked idiophone traditionally made from bamboo and associated with the tribal communities of Assam. It is played by holding the frame near the mouth and plucking the vibrating tongue, using the oral cavity as a resonance chamber to amplify and shape its soft, twangy",0.9753868579864502
