Image_Name,Instrument,Question,Answer
khutitaal9.jpg,Khutitaal,"Give a detailed description of this instrument including its origin, cultural significance, and role in Assamese music?","The Khuti-Taal is a small paired cymbal instrument made of bell metal, a brass alloy traditionally crafted in the Brahmaputra valley of Assam. It consists of two small metal discs connected by a cord and struck together to produce a bright, high-pitched ringing sound that provides rhythmic accompaniment during Bihu performances. The Khuti-Taal is traditionally played by women and is commonly used alongside the Dhol and Pepa during Rongali Bihu performances. Its metallic timbre and compact size make it an important rhythm-keeping instrument in Assamese folk music."
bahi2.jpg,Bahi,In which festival is this instrument used?,"Used during Rongali or Bohag Bihu, the spring festival of Assam."
bahi2.jpg,Bahi,Where did this instrument originate?,Originated in the rural communities of Assam.
bahi2.jpg,Bahi,What material is this instrument made of?,Made of bamboo.
bahi2.jpg,Bahi,What are the parts of this instrument?,"Main parts: bamboo tube body, blow hole, and finger holes."
bahi2.jpg,Bahi,What sound does this instrument produce?,"Produces a soft, melodic, flute-like sound."
bahi2.jpg,Bahi,Which gender usually plays this instrument?,Traditionally played by men.
bahi2.jpg,Bahi,What is the interaction region of this instrument?,Played by blowing air across the blow hole and covering finger holes.
bahi2.jpg,Bahi,What type of instrument is this?,A transverse bamboo flute instrument.
bahi2.jpg,Bahi,"Give a detailed description of this instrument including its origin, cultural significance, and role in Assamese music?","The Bahi is a traditional Assamese transverse flute made entirely from bamboo, played by blowing air across a side blow hole while controlling pitch through finger holes along the tube. Originating in the rural communities of Assam, it is one of the oldest melodic instruments in Assamese folk music and is prominently used during Rongali Bihu celebrations. Unlike the rhythm-keeping instruments of the Bihu ensemble, the Bahi carries the melodic layer with its soft, flute-like tone. It is traditionally played by men and is closely associated with pastoral and folk music traditions of Assam."
bahi3.jpg,Bahi,In which festival is this instrument used?,"Used during Rongali or Bohag Bihu, the spring festival of Assam."
bahi3.jpg,Bahi,Where did this instrument originate?,Originated in the rural communities of Assam.
bahi3.jpg,Bahi,What material is this instrument made of?,Made of bamboo.
bahi3.jpg,Bahi,What are the parts of this instrument?,"Main parts: bamboo tube body, blow hole, and finger holes."
bahi3.jpg,Bahi,What sound does this instrument produce?,"Produces a soft, melodic, flute-like sound."
bahi3.jpg,Bahi,Which gender usually plays this instrument?,Traditionally played by men.
bahi3.jpg,Bahi,What is the interaction region of this instrument?,Played by blowing air across the blow hole and covering finger holes.
bahi3.jpg,Bahi,What type of instrument is this?,A transverse bamboo flute instrument.
bahi3.jpg,Bahi,"Give a detailed description of this instrument including its origin, cultural significance, and role in Assamese music?","The Bahi is a traditional Assamese transverse flute made entirely from bamboo, played by blowing air across a side blow hole while controlling pitch through finger holes along the tube. Originating in the rural communities of Assam, it is one of the oldest melodic instruments in Assamese folk music and is prominently used during Rongali Bihu celebrations. Unlike the rhythm-keeping instruments of the Bihu ensemble, the Bahi carries the melodic layer with its soft, flute-like tone. It is traditionally played by men and is closely associated with pastoral and folk music traditions of Assam."
bahi4.jpg,Bahi,In which festival is this instrument used?,"Used during Rongali or Bohag Bihu, the spring festival of Assam."
bahi4.jpg,Bahi,Where did this instrument originate?,Originated in the rural communities of Assam.
bahi4.jpg,Bahi,What material is this instrument made of?,Made of bamboo.
bahi4.jpg,Bahi,What are the parts of this instrument?,"Main parts: bamboo tube body, blow hole, and finger holes."
bahi4.jpg,Bahi,What sound does this instrument produce?,"Produces a soft, melodic, flute-like sound."
bahi4.jpg,Bahi,Which gender usually plays this instrument?,Traditionally played by men.
bahi4.jpg,Bahi,What is the interaction region of this instrument?,Played by blowing air across the blow hole and covering finger holes.
bahi4.jpg,Bahi,What type of instrument is this?,A transverse bamboo flute instrument.
bahi4.jpg,Bahi,"Give a detailed description of this instrument including its origin, cultural significance, and role in Assamese music?","The Bahi is a traditional Assamese transverse flute made entirely from bamboo, played by blowing air across a side blow hole while controlling pitch through finger holes along the tube. Originating in the rural communities of Assam, it is one of the oldest melodic instruments in Assamese folk music and is prominently used during Rongali Bihu celebrations. Unlike the rhythm-keeping instruments of the Bihu ensemble, the Bahi carries the melodic layer with its soft, flute-like tone. It is traditionally played by men and is closely associated with pastoral and folk music traditions of Assam."
bahi5.jpg,Bahi,In which festival is this instrument used?,"Used during Rongali or Bohag Bihu, the spring festival of Assam."
bahi5.jpg,Bahi,Where did this instrument originate?,Originated in the rural communities of Assam.
bahi5.jpg,Bahi,What material is this instrument made of?,Made of bamboo.
bahi5.jpg,Bahi,What are the parts of this instrument?,"Main parts: bamboo tube body, blow hole, and finger holes."
bahi5.jpg,Bahi,What sound does this instrument produce?,"Produces a soft, melodic, flute-like sound."
bahi5.jpg,Bahi,Which gender usually plays this instrument?,Traditionally played by men.
bahi5.jpg,Bahi,What is the interaction region of this instrument?,Played by blowing air across the blow hole and covering finger holes.
bahi5.jpg,Bahi,What type of instrument is this?,A transverse bamboo flute instrument.
bahi5.jpg,Bahi,"Give a detailed description of this instrument including its origin, cultural significance, and role in Assamese music?","The Bahi is a traditional Assamese transverse flute made entirely from bamboo, played by blowing air across a side blow hole while controlling pitch through finger holes along the tube. Originating in the rural communities of Assam, it is one of the oldest melodic instruments in Assamese folk music and is prominently used during Rongali Bihu celebrations. Unlike the rhythm-keeping instruments of the Bihu ensemble, the Bahi carries the melodic layer with its soft, flute-like tone. It is traditionally played by men and is closely associated with pastoral and folk music traditions of Assam."
bahi6.jpg,Bahi,In which festival is this instrument used?,"Used during Rongali or Bohag Bihu, the spring festival of Assam."
bahi6.jpg,Bahi,Where did this instrument originate?,Originated in the rural communities of Assam.
bahi6.jpg,Bahi,What material is this instrument made of?,Made of bamboo.
bahi6.jpg,Bahi,What are the parts of this instrument?,"Main parts: bamboo tube body, blow hole, and finger holes."
bahi6.jpg,Bahi,What sound does this instrument produce?,"Produces a soft, melodic, flute-like sound."
bahi6.jpg,Bahi,Which gender usually plays this instrument?,Traditionally played by men.
bahi6.jpg,Bahi,What is the interaction region of this instrument?,Played by blowing air across the blow hole and covering finger holes.
bahi6.jpg,Bahi,What type of instrument is this?,A transverse bamboo flute instrument.
bahi6.jpg,Bahi,"Give a detailed description of this instrument including its origin, cultural significance, and role in Assamese music?","The Bahi is a traditional Assamese transverse flute made entirely from bamboo, played by blowing air across a side blow hole while controlling pitch through finger holes along the tube. Originating in the rural communities of Assam, it is one of the oldest melodic instruments in Assamese folk music and is prominently used during Rongali Bihu celebrations. Unlike the rhythm-keeping instruments of the Bihu ensemble, the Bahi carries the melodic layer with its soft, flute-like tone. It is traditionally played by men and is closely associated with pastoral and folk music traditions of Assam."
bahi7.jpg,Bahi,In which festival is this instrument used?,"Used during Rongali or Bohag Bihu, the spring festival of Assam."
bahi7.jpg,Bahi,Where did this instrument originate?,Originated in the rural communities of Assam.
bahi7.jpg,Bahi,What material is this instrument made of?,Made of bamboo.
bahi7.jpg,Bahi,What are the parts of this instrument?,"Main parts: bamboo tube body, blow hole, and finger holes."
bahi7.jpg,Bahi,What sound does this instrument produce?,"Produces a soft, melodic, flute-like sound."
bahi7.jpg,Bahi,Which gender usually plays this instrument?,Traditionally played by men.
bahi7.jpg,Bahi,What is the interaction region of this instrument?,Played by blowing air across the blow hole and covering finger holes.
bahi7.jpg,Bahi,What type of instrument is this?,A transverse bamboo flute instrument.
bahi7.jpg,Bahi,"Give a detailed description of this instrument including its origin, cultural significance, and role in Assamese music?","The Bahi is a traditional Assamese transverse flute made entirely from bamboo, played by blowing air across a side blow hole while controlling pitch through finger holes along the tube. Originating in the rural communities of Assam, it is one of the oldest melodic instruments in Assamese folk music and is prominently used during Rongali Bihu celebrations. Unlike the rhythm-keeping instruments of the Bihu ensemble, the Bahi carries the melodic layer with its soft, flute-like tone. It is traditionally played by men and is closely associated with pastoral and folk music traditions of Assam."
bahi8.jpg,Bahi,In which festival is this instrument used?,"Used during Rongali or Bohag Bihu, the spring festival of Assam."
bahi8.jpg,Bahi,Where did this instrument originate?,Originated in the rural communities of Assam.
bahi8.jpg,Bahi,What material is this instrument made of?,Made of bamboo.
bahi8.jpg,Bahi,What are the parts of this instrument?,"Main parts: bamboo tube body, blow hole, and finger holes."
bahi8.jpg,Bahi,What sound does this instrument produce?,"Produces a soft, melodic, flute-like sound."
bahi8.jpg,Bahi,Which gender usually plays this instrument?,Traditionally played by men.
bahi8.jpg,Bahi,What is the interaction region of this instrument?,Played by blowing air across the blow hole and covering finger holes.
bahi8.jpg,Bahi,What type of instrument is this?,A transverse bamboo flute instrument.
bahi8.jpg,Bahi,"Give a detailed description of this instrument including its origin, cultural significance, and role in Assamese music?","The Bahi is a traditional Assamese transverse flute made entirely from bamboo, played by blowing air across a side blow hole while controlling pitch through finger holes along the tube. Originating in the rural communities of Assam, it is one of the oldest melodic instruments in Assamese folk music and is prominently used during Rongali Bihu celebrations. Unlike the rhythm-keeping instruments of the Bihu ensemble, the Bahi carries the melodic layer with its soft, flute-like tone. It is traditionally played by men and is closely associated with pastoral and folk music traditions of Assam."
bahi9.jpg,Bahi,In which festival is this instrument used?,"Used during Rongali or Bohag Bihu, the spring festival of Assam."
bahi9.jpg,Bahi,Where did this instrument originate?,Originated in the rural communities of Assam.
bahi9.jpg,Bahi,What material is this instrument made of?,Made of bamboo.
bahi9.jpg,Bahi,What are the parts of this instrument?,"Main parts: bamboo tube body, blow hole, and finger holes."
bahi9.jpg,Bahi,What sound does this instrument produce?,"Produces a soft, melodic, flute-like sound."
bahi9.jpg,Bahi,Which gender usually plays this instrument?,Traditionally played by men.
bahi9.jpg,Bahi,What is the interaction region of this instrument?,Played by blowing air across the blow hole and covering finger holes.
bahi9.jpg,Bahi,What type of instrument is this?,A transverse bamboo flute instrument.
bahi9.jpg,Bahi,"Give a detailed description of this instrument including its origin, cultural significance, and role in Assamese music?","The Bahi is a traditional Assamese transverse flute made entirely from bamboo, played by blowing air across a side blow hole while controlling pitch through finger holes along the tube. Originating in the rural communities of Assam, it is one of the oldest melodic instruments in Assamese folk music and is prominently used during Rongali Bihu celebrations. Unlike the rhythm-keeping instruments of the Bihu ensemble, the Bahi carries the melodic layer with its soft, flute-like tone. It is traditionally played by men and is closely associated with pastoral and folk music traditions of Assam."
bahi10.jpg,Bahi,In which festival is this instrument used?,"Used during Rongali or Bohag Bihu, the spring festival of Assam."
bahi10.jpg,Bahi,Where did this instrument originate?,Originated in the rural communities of Assam.
bahi10.jpg,Bahi,What material is this instrument made of?,Made of bamboo.
bahi10.jpg,Bahi,What are the parts of this instrument?,"Main parts: bamboo tube body, blow hole, and finger holes."
bahi10.jpg,Bahi,What sound does this instrument produce?,"Produces a soft, melodic, flute-like sound."
bahi10.jpg,Bahi,Which gender usually plays this instrument?,Traditionally played by men.
bahi10.jpg,Bahi,What is the interaction region of this instrument?,Played by blowing air across the blow hole and covering finger holes.
bahi10.jpg,Bahi,What type of instrument is this?,A transverse bamboo flute instrument.
bahi10.jpg,Bahi,"Give a detailed description of this instrument including its origin, cultural significance, and role in Assamese music?","The Bahi is a traditional Assamese transverse flute made entirely from bamboo, played by blowing air across a side blow hole while controlling pitch through finger holes along the tube. Originating in the rural communities of Assam, it is one of the oldest melodic instruments in Assamese folk music and is prominently used during Rongali Bihu celebrations. Unlike the rhythm-keeping instruments of the Bihu ensemble, the Bahi carries the melodic layer with its soft, flute-like tone. It is traditionally played by men and is closely associated with pastoral and folk music traditions of Assam."
xutuli2.jpg,Xutuli,In which festival is this instrument used?,"Used during Rongali or Bohag Bihu, the spring festival of Assam."
xutuli2.jpg,Xutuli,Where did this instrument originate?,Originated in the rural communities of Assam.
xutuli2.jpg,Xutuli,What material is this instrument made of?,Made of bamboo or baked clay.
xutuli2.jpg,Xutuli,What are the parts of this instrument?,"Main parts: hollow body, blow end, and finger holes."
xutuli2.jpg,Xutuli,What sound does this instrument produce?,"Produces a high-pitched, sharp whistling sound."
xutuli2.jpg,Xutuli,Which gender usually plays this instrument?,Traditionally played by both men and women.
xutuli2.jpg,Xutuli,What is the interaction region of this instrument?,Played by blowing air into the blow end and covering finger holes.
xutuli2.jpg,Xutuli,What type of instrument is this?,A small conical end-blown wind instrument.
xutuli2.jpg,Xutuli,"Give a detailed description of this instrument including its origin, cultural significance, and role in Assamese music?","The Xutuli is a small conical end-blown wind instrument traditionally made from bamboo or clay in the rural communities of Assam. It is played by blowing air directly into one end, producing a distinctly high-pitched, sharp whistling tone. It is an important traditional wind instrument in Assamese folk music. Its compact size and traditional use make it popular during Bihu celebrations.."
xutuli3.jpg,Xutuli,In which festival is this instrument used?,"Used during Rongali or Bohag Bihu, the spring festival of Assam."
xutuli3.jpg,Xutuli,Where did this instrument originate?,Originated in the rural communities of Assam.
xutuli3.jpg,Xutuli,What material is this instrument made of?,Made of bamboo or baked clay.
xutuli3.jpg,Xutuli,What are the parts of this instrument?,"Main parts: hollow body, blow end, and finger holes."
xutuli3.jpg,Xutuli,What sound does this instrument produce?,"Produces a high-pitched, sharp whistling sound."
xutuli3.jpg,Xutuli,Which gender usually plays this instrument?,Traditionally played by both men and women.
xutuli3.jpg,Xutuli,What is the interaction region of this instrument?,Played by blowing air into the blow end and covering finger holes.
xutuli3.jpg,Xutuli,What type of instrument is this?,A small conical end-blown wind instrument.
xutuli3.jpg,Xutuli,"Give a detailed description of this instrument including its origin, cultural significance, and role in Assamese music?","The Xutuli is a small conical end-blown wind instrument traditionally made from bamboo or clay in the rural communities of Assam. It is played by blowing air directly into one end, producing a distinctly high-pitched, sharp whistling tone. It is an important traditional wind instrument in Assamese folk music. Its compact size and traditional use make it popular during Bihu celebrations.."
xutuli4.jpg,Xutuli,In which festival is this instrument used?,"Used during Rongali or Bohag Bihu, the spring festival of Assam."
xutuli4.jpg,Xutuli,Where did this instrument originate?,Originated in the rural communities of Assam.
xutuli4.jpg,Xutuli,What material is this instrument made of?,Made of bamboo or baked clay.
xutuli4.jpg,Xutuli,What are the parts of this instrument?,"Main parts: hollow body, blow end, and finger holes."
xutuli4.jpg,Xutuli,What sound does this instrument produce?,"Produces a high-pitched, sharp whistling sound."
xutuli4.jpg,Xutuli,Which gender usually plays this instrument?,Traditionally played by both men and women.
xutuli4.jpg,Xutuli,What is the interaction region of this instrument?,Played by blowing air into the blow end and covering finger holes.
xutuli4.jpg,Xutuli,What type of instrument is this?,A small conical end-blown wind instrument.
xutuli4.jpg,Xutuli,"Give a detailed description of this instrument including its origin, cultural significance, and role in Assamese music?","The Xutuli is a small conical end-blown wind instrument traditionally made from bamboo or clay in the rural communities of Assam. It is played by blowing air directly into one end, producing a distinctly high-pitched, sharp whistling tone. It is an important traditional wind instrument in Assamese folk music. Its compact size and traditional use make it popular during Bihu celebrations.."
xutuli5.jpg,Xutuli,In which festival is this instrument used?,"Used during Rongali or Bohag Bihu, the spring festival of Assam."
xutuli5.jpg,Xutuli,Where did this instrument originate?,Originated in the rural communities of Assam.
xutuli5.jpg,Xutuli,What material is this instrument made of?,Made of bamboo or baked clay.
xutuli5.jpg,Xutuli,What are the parts of this instrument?,"Main parts: hollow body, blow end, and finger holes."
xutuli5.jpg,Xutuli,What sound does this instrument produce?,"Produces a high-pitched, sharp whistling sound."
xutuli5.jpg,Xutuli,Which gender usually plays this instrument?,Traditionally played by both men and women.
xutuli5.jpg,Xutuli,What is the interaction region of this instrument?,Played by blowing air into the blow end and covering finger holes.
xutuli5.jpg,Xutuli,What type of instrument is this?,A small conical end-blown wind instrument.
xutuli5.jpg,Xutuli,"Give a detailed description of this instrument including its origin, cultural significance, and role in Assamese music?","The Xutuli is a small conical end-blown wind instrument traditionally made from bamboo or clay in the rural communities of Assam. It is played by blowing air directly into one end, producing a distinctly high-pitched, sharp whistling tone. It is an important traditional wind instrument in Assamese folk music. Its compact size and traditional use make it popular during Bihu celebrations.."
xutuli6.jpg,Xutuli,In which festival is this instrument used?,"Used during Rongali or Bohag Bihu, the spring festival of Assam."
xutuli6.jpg,Xutuli,Where did this instrument originate?,Originated in the rural communities of Assam.
xutuli6.jpg,Xutuli,What material is this instrument made of?,Made of bamboo or baked clay.
xutuli6.jpg,Xutuli,What are the parts of this instrument?,"Main parts: hollow body, blow end, and finger holes."
xutuli6.jpg,Xutuli,What sound does this instrument produce?,"Produces a high-pitched, sharp whistling sound."
xutuli6.jpg,Xutuli,Which gender usually plays this instrument?,Traditionally played by both men and women.
xutuli6.jpg,Xutuli,What is the interaction region of this instrument?,Played by blowing air into the blow end and covering finger holes.
xutuli6.jpg,Xutuli,What type of instrument is this?,A small conical end-blown wind instrument.
xutuli6.jpg,Xutuli,"Give a detailed description of this instrument including its origin, cultural significance, and role in Assamese music?","The Xutuli is a small conical end-blown wind instrument traditionally made from bamboo or clay in the rural communities of Assam. It is played by blowing air directly into one end, producing a distinctly high-pitched, sharp whistling tone. It is an important traditional wind instrument in Assamese folk music. Its compact size and traditional use make it popular during Bihu celebrations.."
xutuli7.jpg,Xutuli,In which festival is this instrument used?,"Used during Rongali or Bohag Bihu, the spring festival of Assam."
xutuli7.jpg,Xutuli,Where did this instrument originate?,Originated in the rural communities of Assam.
xutuli7.jpg,Xutuli,What material is this instrument made of?,Made of bamboo or baked clay.
xutuli7.jpg,Xutuli,What are the parts of this instrument?,"Main parts: hollow body, blow end, and finger holes."
xutuli7.jpg,Xutuli,What sound does this instrument produce?,"Produces a high-pitched, sharp whistling sound."
xutuli7.jpg,Xutuli,Which gender usually plays this instrument?,Traditionally played by both men and women.
xutuli7.jpg,Xutuli,What is the interaction region of this instrument?,Played by blowing air into the blow end and covering finger holes.
xutuli7.jpg,Xutuli,What type of instrument is this?,A small conical end-blown wind instrument.
xutuli7.jpg,Xutuli,"Give a detailed description of this instrument including its origin, cultural significance, and role in Assamese music?","The Xutuli is a small conical end-blown wind instrument traditionally made from bamboo or clay in the rural communities of Assam. It is played by blowing air directly into one end, producing a distinctly high-pitched, sharp whistling tone. It is an important traditional wind instrument in Assamese folk music. Its compact size and traditional use make it popular during Bihu celebrations.."
xutuli8.jpg,Xutuli,In which festival is this instrument used?,"Used during Rongali or Bohag Bihu, the spring festival of Assam."
xutuli8.jpg,Xutuli,Where did this instrument originate?,Originated in the rural communities of Assam.
xutuli8.jpg,Xutuli,What material is this instrument made of?,Made of bamboo or baked clay.
xutuli8.jpg,Xutuli,What are the parts of this instrument?,"Main parts: hollow body, blow end, and finger holes."
xutuli8.jpg,Xutuli,What sound does this instrument produce?,"Produces a high-pitched, sharp whistling sound."
xutuli8.jpg,Xutuli,Which gender usually plays this instrument?,Traditionally played by both men and women.
xutuli8.jpg,Xutuli,What is the interaction region of this instrument?,Played by blowing air into the blow end and covering finger holes.
xutuli8.jpg,Xutuli,What type of instrument is this?,A small conical end-blown wind instrument.
xutuli8.jpg,Xutuli,"Give a detailed description of this instrument including its origin, cultural significance, and role in Assamese music?","The Xutuli is a small conical end-blown wind instrument traditionally made from bamboo or clay in the rural communities of Assam. It is played by blowing air directly into one end, producing a distinctly high-pitched, sharp whistling tone. It is an important traditional wind instrument in Assamese folk music. Its compact size and traditional use make it popular during Bihu celebrations.."
